coreid	scientificNameID	scientificName	taxonRank	parentNameUsageID	scientificNameAuthorship	family	subfamily	tribe	subtribe	genus	subgenus	specificEpithet	infraspecificEpithet	verbatimTaxonRank	nomenclaturalStatus	namePublishedIn	namePublishedInID	acceptedNameUsageID	taxonomicStatus	originalNameUsageID	taxonRemarks	created	modified	references	kingdom	nomenclaturalCode	bibliographicCitation	rightsHolder	license	rights
wfo-0001029727		Solanum myoxotrichum	SPECIES	wfo-4000035688	Baker	Solanaceae				Solanum 		myoxotrichum		sp.		"""Baker, J. Linn. Soc., Bot.  21: 426. 1885., 1885."""	sol-0001029727		accepted					http://solanaceaesource.org/solanaceae/solanum-myoxotrichum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029731		Solanum myrsinoides	SPECIES	wfo-4000035688	D'Arcy & Rakot.	Solanaceae				Solanum 		myrsinoides		sp.		"""D. A. & Rakot., Fl. Madag., Fam. 176: 115. 1994., 1994."""	sol-0001029731		accepted					http://solanaceaesource.org/solanaceae/solanum-myrsinoides	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029741		Solanum narcoticosmum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		narcoticosmum		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg. 18: 55. 1922., 1922."""	sol-0001029741		accepted					http://solanaceaesource.org/solanaceae/solanum-narcoticosmum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029744		Solanum naucinum	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		naucinum		sp.		"""S.Knapp, Ann. Missouri Bot. Gard. 92(2): 251.  2005., 2005."""	sol-0001029744		accepted					http://solanaceaesource.org/solanaceae/solanum-naucinum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029746		Solanum nava	SPECIES	wfo-4000035688	Webb & Berthel.	Solanaceae				Solanum 		nava		sp.		"""W. & Berthel., Phyt. Canar. 2. 3(3): 123. 1845., 1845."""	sol-0001029746		accepted					http://solanaceaesource.org/solanaceae/solanum-nava	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029769		Solanum nematorhachis	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		nematorhachis		sp.		"""S.Knapp and S.Knapp, Bull. Brit. Mus. (Nat. Hist.) , Bot. 22: 147. 1992., 1992."""	sol-0001029769		accepted					http://solanaceaesource.org/solanaceae/solanum-nematorhachis	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029780		Solanum neocardenasii	SPECIES	wfo-4000035688	Hawkes & Hjert.	Solanaceae				Solanum 		neocardenasii		sp.		"""H. & Hjert., Bot. J. Linn. Soc. 86: 411. 1983., 1983."""	sol-0001029780		accepted					http://solanaceaesource.org/solanaceae/solanum-neocardenasii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029784		Solanum neorickii	SPECIES	wfo-4000035688	"""D.M.Spooner, G.J.Anderson & R.K.Jansen"""	Solanaceae				Solanum 		neorickii		sp.		"""(C.M.Rick et al., Amer. J. Bot. 80: 683. 1993., 1993."""	sol-0001029784		accepted					http://solanaceaesource.org/solanaceae/solanum-neorickii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029785		Solanum neorossii	SPECIES	wfo-4000035688	Hawkes & Hjert.	Solanaceae				Solanum 		neorossii		sp.		"""H. & Hjert. and H. & Hjert., Bot. J. Linn. Soc. 86: 414. 1983., 1983."""	sol-0001029785		accepted					http://solanaceaesource.org/solanaceae/solanum-neorossii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029789		Solanum neoweberbaueri	SPECIES	wfo-4000035688	Wittm.	Solanaceae				Solanum 		neoweberbaueri		sp.		"""Wittm., Bot. Jahrb. Syst. 50 (Suppl.): 540. 1914., 1914."""	sol-0001029789		accepted					http://solanaceaesource.org/solanaceae/solanum-neoweberbaueri	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029810		Solanum nigricans	SPECIES	wfo-4000035688	M.Martens & Galeotti	Solanaceae				Solanum 		nigricans		sp.		"""M. M. & Galeotti, Bull. Acad. Roy. Sci. Bruxelles 12(1): 134. 1845., 1845."""	sol-0001029810		accepted					http://solanaceaesource.org/solanaceae/solanum-nigricans	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029811		Solanum nigriviolaceum	SPECIES	wfo-4000035688	Bitter	Solanaceae				Solanum 		nigriviolaceum		sp.		"""Bitter, Repert. Spec. Nov. Regni Veg., Beih. 16: 163. 1923, 1923."""	sol-0001029811		accepted					http://solanaceaesource.org/solanaceae/solanum-nigriviolaceum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029978		Solanum nubicola	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		nubicola		sp.		"""Ochoa, Anales Ci., Univ. Nac. Agrar., Lima 8(3-4): 143. 1970., 1970."""	sol-0001029978		accepted					http://solanaceaesource.org/solanaceae/solanum-nubicola	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029980		Solanum nudum	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		nudum		sp.		"""Dunal, Dunal, Dunal, and Dunal, Solan. Syn. 20. 1816., 1816."""	sol-0001029980		accepted					http://solanaceaesource.org/solanaceae/solanum-nudum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001029989		Solanum nutans	SPECIES	wfo-4000035688	Ruiz & Pav.	Solanaceae				Solanum 		nutans		sp.		"""R. & Pav., Fl. Peruv. [Ruiz & Pavon] 2: 34, tab. 166, fig. a. 1799., 1799."""	sol-0001029989		accepted					http://solanaceaesource.org/solanaceae/solanum-nutans	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030000		Solanum obliquum	SPECIES	wfo-4000035688	Ruiz & Pav.	Solanaceae				Solanum 		obliquum		sp.		"""R. & Pav., Fl. Peruv. [Ruiz & Pavon] 2: 35, tab. 165, fig. a. 1799., 1799."""	sol-0001030000		accepted					http://solanaceaesource.org/solanaceae/solanum-obliquum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030004		Solanum oblongifolium	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		oblongifolium		sp.		"""Dunal and Dunal, Solan. Syn. 14. 1816., 1816."""	sol-0001030004		accepted					http://solanaceaesource.org/solanaceae/solanum-oblongifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030007		Solanum oblongum	SPECIES	wfo-4000035688	Ruiz & Pav.	Solanaceae				Solanum 		oblongum		sp.		"""R. & Pav., Fl. Peruv. [Ruiz & Pavon] 2: 34. 1799., 1799."""	sol-0001030007		accepted					http://solanaceaesource.org/solanaceae/solanum-oblongum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030010		Solanum obovalifolium	SPECIES	wfo-4000035688	Ben?tez	Solanaceae				Solanum 		obovalifolium		sp.		"""Ben?tez, Ernstia 19: 17. 1983., 1983."""	sol-0001030010		accepted					http://solanaceaesource.org/solanaceae/solanum-obovalifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030023		Solanum occultum	SPECIES	wfo-4000035688	Bohs	Solanaceae				Solanum 		occultum		sp.		"""Bohs et al., Taxon 44: 586. 1995., 1995."""	sol-0001030023		accepted					http://solanaceaesource.org/solanaceae/solanum-occultum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030032		Solanum ochranthum	SPECIES	wfo-4000035688	Dunal	Solanaceae				Solanum 		ochranthum		sp.		"""Dunal, Dunal, and Dunal, Solan. Syn. 6. 1816., 1816."""	sol-0001030032		accepted					http://solanaceaesource.org/solanaceae/solanum-ochranthum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030048		Solanum ochrophyllum	SPECIES	wfo-4000035688	Van Heurck & M?ll.Arg.	Solanaceae				Solanum 		ochrophyllum		sp.		"""V. H. & M?ll.Arg., Observ. Bot.  50. 1870., 1870."""	sol-0001030048		accepted					http://solanaceaesource.org/solanaceae/solanum-ochrophyllum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030053		Solanum odoriferum	SPECIES	wfo-4000035688	Vell.	Solanaceae				Solanum 		odoriferum		sp.		"""Vell., Fl. Flumin. 85. 1829; Icones 2, tab. 108. 1831., 1829."""	sol-0001030053		accepted					http://solanaceaesource.org/solanaceae/solanum-odoriferum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030057		Solanum okadae	SPECIES	wfo-4000035688	Hawkes & Hjert.	Solanaceae				Solanum 		okadae		sp.		"""H. & Hjert. and H. & Hjert., Bot. J. Linn. Soc. 86: 414. 1983., 1983."""	sol-0001030057		accepted					http://solanaceaesource.org/solanaceae/solanum-okadae	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030080		Solanum olmosense	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		olmosense		sp.		"""Ochoa, Anales Ci., Univ. Nac. Agrar., Lima 3(1) : 35. 1965., 1965."""	sol-0001030080		accepted					http://solanaceaesource.org/solanaceae/solanum-olmosense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030081		Solanum olympicum	SPECIES	wfo-4000035688	Hassl.	Solanaceae				Solanum 		olympicum		sp.		"""Hassl., Hassl., and Hassl., Repert. Spec. Nov. Regni Veg. 9: 116. 1911., 1911."""	sol-0001030081		accepted					http://solanaceaesource.org/solanaceae/solanum-olympicum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030083		Solanum ombrophilum	SPECIES	wfo-4000035688	Pittier ex S.Knapp	Solanaceae				Solanum 		ombrophilum		sp.		"""P.  ex S.Knapp, Brittonia 38: 282. 1986., 1986."""	sol-0001030083		accepted					http://solanaceaesource.org/solanaceae/solanum-ombrophilum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030093		Solanum oppositifolium	SPECIES	wfo-4000035688	Ruiz & Pav.	Solanaceae				Solanum 		oppositifolium		sp.		"""R. & Pav., Fl. Peruv. [Ruiz & Pavon] 2: 35, pl. 168, fig. a. 1799., 1799."""	sol-0001030093		accepted					http://solanaceaesource.org/solanaceae/solanum-oppositifolium	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030145		Solanum ovum-fringillae	SPECIES	wfo-4000035688	(Dunal) Bohs	Solanaceae				Solanum 		ovum-fringillae		sp.		"""Bohs et al., Taxon 44: 585. 1995., 1995."""	sol-0001030145		accepted					http://solanaceaesource.org/solanaceae/solanum-ovum-fringillae	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030146		Solanum oxapampense	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		oxapampense		sp.		"""S.Knapp, PhytoKeys 1: 42. 2010, 2010."""	sol-0001030146		accepted					http://solanaceaesource.org/solanaceae/solanum-oxapampense	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030147		Solanum oxycarpum	SPECIES	wfo-4000035688	Schiede	Solanaceae				Solanum 		oxycarpum		sp.					accepted					http://solanaceaesource.org/solanaceae/solanum-oxycarpum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030151		Solanum oxyphyllum	SPECIES	wfo-4000035688	C.V.Morton	Solanaceae				Solanum 		oxyphyllum		sp.		"""C.V.Morton and C.V.Morton, Contr. U.S. Natl. Herb.9: 49. 1944., 1944."""	sol-0001030151		accepted					http://solanaceaesource.org/solanaceae/solanum-oxyphyllum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030153		Solanum pabstii	SPECIES	wfo-4000035688	L.B.Sm. & Downs	Solanaceae				Solanum 		pabstii		sp.		"""L. B. S. & Downs and L. B. S. & Downs, Phytologia 10: 427. 1964., 1964."""	sol-0001030153		accepted					http://solanaceaesource.org/solanaceae/solanum-pabstii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030167		Solanum pacificum	SPECIES	wfo-4000035688	Tepe	Solanaceae				Solanum 		pacificum		sp.		"""Tepe, J. Bot. Res. Inst. Texas 3: 512. 2009., 2009."""	sol-0001030167		accepted					http://solanaceaesource.org/solanaceae/solanum-pacificum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030176		Solanum palitans	SPECIES	wfo-4000035688	C.V.Morton	Solanaceae				Solanum 		palitans		sp.		"""C.V.Morton, Revis. Argentine Sp. Solanum  92. 1976., 1976."""	sol-0001030176		accepted					http://solanaceaesource.org/solanaceae/solanum-palitans	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030180		Solanum palmillae	SPECIES	wfo-4000035688	Standl.	Solanaceae				Solanum 		palmillae		sp.		"""Standl., Publ. Field Columbian Mus., Bot. Ser. 8: 149. 1930., 1930."""	sol-0001030180		accepted					http://solanaceaesource.org/solanaceae/solanum-palmillae	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030189		Solanum pampaninii	SPECIES	wfo-4000035688	Chiov.	Solanaceae				Solanum 		pampaninii		sp.					accepted					http://solanaceaesource.org/solanaceae/solanum-pampaninii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030219		Solanum paposanum	SPECIES	wfo-4000035688	Phil.	Solanaceae				Solanum 		paposanum		sp.		"""Phil., Fl. Atacam. 42. 1860., 1846."""	sol-0001030219		accepted					http://solanaceaesource.org/solanaceae/solanum-paposanum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030225		Solanum paralum	SPECIES	wfo-4000035688	Bohs	Solanaceae				Solanum 		paralum		sp.		"""Bohs et al., Taxon 44: 585. 1995., 1995."""	sol-0001030225		accepted					http://solanaceaesource.org/solanaceae/solanum-paralum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030250		Solanum pastillum	SPECIES	wfo-4000035688	S.Knapp	Solanaceae				Solanum 		pastillum		sp.		"""S.Knapp, Ann. Missouri Bot. Gard. 72: 558. 1985., 1985."""	sol-0001030250		accepted					http://solanaceaesource.org/solanaceae/solanum-pastillum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030271		Solanum paucissectum	SPECIES	wfo-4000035688	Ochoa	Solanaceae				Solanum 		paucissectum		sp.		"""Ochoa, Agronom?a (Lima) 27: 365. 1960., 1960."""	sol-0001030271		accepted					http://solanaceaesource.org/solanaceae/solanum-paucissectum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030272		Solanum pauperum	SPECIES	wfo-4000035688	C.H.Wright	Solanaceae				Solanum 		pauperum		sp.		"""C.H.Wright et al., Kew Bull. 1894: 127. 1894., 1894."""	sol-0001030272		accepted					http://solanaceaesource.org/solanaceae/solanum-pauperum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030287		Solanum pelagicum	SPECIES	wfo-4000035688	Bohs	Solanaceae				Solanum 		pelagicum		sp.		"""Bohs, Syst. Bot. Monogr. 61: 65. 2001., 2001."""	sol-0001030287		accepted					http://solanaceaesource.org/solanaceae/solanum-pelagicum	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
wfo-0001030300		Solanum pennellii	SPECIES	wfo-4000035688	Correll	Solanaceae				Solanum 		pennellii		sp.		"""Correll, Madro?o 14: 233, fig. 1(B) . 1958., 1958."""	sol-0001030300		accepted					http://solanaceaesource.org/solanaceae/solanum-pennellii	Plantae	ICBN	CC0 1.0 Universal (CC0 1.0). https://creativecommons.org/publicdomain/zero/1.0	World Flora Online Consortium	https://creativecommons.org/publicdomain/zero/1.0	CC0 1.0 Universal (CC0 1.0).
